master_id,order_num_total,customer_value_total,recency,tenure,kmeans_segment,hc_segment
e6d8a24a-a838-11e9-a2fc-000d3a38a36f,8.0,1085.08,33,486,4,0
a1d30df0-644b-11ea-a6dc-000d3a38a36f,6.0,830.54,13,519,4,1
594e4ba6-0691-11eb-8ffc-000d3a38a36f,4.0,481.96000000000004,16,201,3,3
d2930dca-a9dc-11e9-a2fc-000d3a38a36f,8.0,1619.49,69,1863,1,0
bf7db658-5418-11eb-9e65-000d3a38a36f,2.0,318.96,5,141,3,3
13fb6750-7f50-11ea-80af-000d3a38a36f,2.0,478.95,177,380,0,2
9e444422-ad32-11e9-a2fc-000d3a38a36f,7.0,1529.79,160,1073,2,0
26f4a60c-bd24-11ea-aa61-000d3a38a36f,8.0,632.81,144,333,2,0
7efca4fc-a9d5-11e9-a2fc-000d3a38a36f,7.0,1301.56,34,1867,1,0
1782e9fa-9ebb-11e9-9897-000d3a38a36f,16.0,1981.51,236,2235,1,0
ad983078-9b25-11ea-a27a-000d3a38a36f,3.0,254.46,105,404,0,2
bafb6a6a-f7c8-11e9-841e-000d3a38a36f,6.0,1199.77,36,584,4,0
b9d7f9b6-a0cd-11e9-a2fc-000d3a38a36f,3.0,490.95000000000005,251,845,0,2
9e77c348-4c87-11ea-a626-000d3a38a36f,2.0,315.97,362,666,0,2
4a2c26de-26bd-11ea-aaaa-000d3a38a36f,2.0,306.87,142,835,0,2
75e03310-b11a-11e9-9757-000d3a38a36f,3.0,339.96,114,747,0,2
d222ec0a-2800-11ea-a043-000d3a38a36f,5.0,791.1600000000001,187,690,2,2
3d25053e-afe7-11e9-9757-000d3a38a36f,4.0,486.89000000000004,33,893,4,1
0353da80-9edd-11e9-9897-000d3a38a36f,4.0,376.95,355,794,0,2
9517bebc-1171-11ea-9f3a-000d3a38a36f,6.0,707.8100000000001,105,646,2,0
52dde23c-a8bd-11e9-a2fc-000d3a38a36f,21.0,3987.16,28,2170,1,0
dabc03a8-acc5-11e9-a2fc-000d3a38a36f,8.0,541.85,268,1023,2,0
53206d4c-190f-11ea-9213-000d3a38a36f,38.0,5576.469999999999,231,2255,1,0
da9aa7c4-6653-11ea-82da-000d3a38a36f,3.0,433.38,172,444,0,2
3664f826-5b4a-11ea-a894-000d3a38a36f,4.0,906.01,243,485,2,2
63494fac-a2ce-11e9-a2fc-000d3a38a36f,2.0,308.1,81,805,0,1
e8cc1904-af6f-11e9-a2fc-000d3a38a36f,6.0,1049.25,82,891,2,0
074cc6de-a6ca-11e9-a2fc-000d3a38a36f,9.0,811.99,29,2641,1,0
c7a88448-7493-11eb-8577-000d3a38a36f,3.0,880.39,70,101,3,3
d4a3a80a-5b92-11ea-9971-000d3a38a36f,4.0,301.94,135,495,0,2
b06dd3a4-4d71-11ea-9c12-000d3a38a36f,2.0,365.08000000000004,203,603,0,2
a45a7b14-5b25-11ea-bc39-000d3a38a36f,4.0,573.62,168,496,2,2
e8f209bc-aa19-11e9-a2fc-000d3a38a36f,10.0,2025.8700000000001,3,1524,1,0
bf714d6a-c795-11ea-b753-000d3a38a36f,2.0,408.82,29,320,3,1
c9b14b72-2470-11ea-a30f-000d3a38a36f,3.0,583.8599999999999,148,603,2,2
6f686738-394f-11ea-85d6-000d3a38a36f,4.0,333.96,206,569,0,2
4bf528e8-5422-11ea-b1db-000d3a38a36f,3.0,577.93,15,507,4,1
7e516b84-d60b-11e9-93bc-000d3a38a36f,2.0,178.54,48,602,0,1
c700d9a8-9f08-11e9-9897-000d3a38a36f,4.0,479.94,189,806,2,2
2325abc2-5b52-11ea-ba23-000d3a38a36f,2.0,70.98,207,496,0,2
984adeae-a716-11e9-a2fc-000d3a38a36f,4.0,496.40000000000003,70,2396,2,2
8b0c95bc-dfd6-11ea-9c1f-000d3a38a36f,2.0,390.98,43,193,3,3
eb65991a-46eb-11ea-b6c0-000d3a38a36f,6.0,852.8900000000001,96,557,2,0
86165376-a5d6-11e9-a2fc-000d3a38a36f,6.0,593.1600000000001,292,1332,2,0
174c9688-15ea-11ea-aa74-000d3a38a36f,4.0,454.92,76,763,2,2
01fa53ea-fbd9-11e9-b138-000d3a38a36f,3.0,849.9200000000001,163,579,2,2
868e3746-7f61-11ea-80af-000d3a38a36f,3.0,507.96000000000004,86,411,0,2
f3a983d0-abdb-11e9-a2fc-000d3a38a36f,6.0,421.90999999999997,132,1518,2,0
31a534e0-2ea8-11eb-bf6c-000d3a38a36f,4.0,874.96,6,187,4,3
1d17505c-15eb-11ea-aa74-000d3a38a36f,3.0,520.71,97,616,0,2
f295c670-aa73-11e9-a2fc-000d3a38a36f,5.0,531.61,24,697,4,1
7ba65e34-1d0b-11ea-a490-000d3a38a36f,2.0,284.98,176,595,0,2
2681d470-2b7e-11ea-9d27-000d3a38a36f,3.0,413.96,169,549,0,2
94c2e4ac-8d6b-11ea-8f41-000d3a38a36f,2.0,259.96999999999997,186,196,3,3
227bdeda-b053-11e9-9757-000d3a38a36f,3.0,433.76,10,594,4,1
8b0d0c36-d6f4-11e9-93bc-000d3a38a36f,8.0,1878.23,190,681,1,0
e4c4d308-4959-11ea-8a4f-000d3a38a36f,2.0,189.96,196,658,0,2
c0f95e1e-2ba2-11ea-853d-000d3a38a36f,4.0,754.95,233,549,2,2
ee740db0-18ee-11ea-9213-000d3a38a36f,3.0,902.39,14,550,4,1
7ece3188-9f91-11e9-a2fc-000d3a38a36f,10.0,1455.07,190,836,1,0
7c7addd8-b254-11ea-b736-000d3a38a36f,2.0,476.48,114,347,0,2
c23fdb34-b1dd-11e9-89fa-000d3a38a36f,3.0,434.72,346,680,0,2
6a7aceaa-f35e-11e9-9346-000d3a38a36f,5.0,705.33,125,590,2,0
424792f4-5be3-11ea-9632-000d3a38a36f,6.0,790.32,148,522,2,2
b627ade0-a931-11e9-a2fc-000d3a38a36f,3.0,396.44,166,1534,0,2
af1ca10c-2bc4-11ea-91ab-000d3a38a36f,9.0,1672.27,34,570,1,0
469e2516-a9ff-11e9-a2fc-000d3a38a36f,3.0,1118.93,215,912,2,2
7cd17a2e-72f0-11ea-92d0-000d3a38a36f,3.0,506.83000000000004,50,472,4,2
63ea5cf4-5461-11ea-b1db-000d3a38a36f,4.0,406.16999999999996,135,534,0,2
67224766-9e85-11e9-9897-000d3a38a36f,4.0,624.94,87,1920,2,2
5f6632fa-98c9-11ea-b97a-000d3a38a36f,2.0,310.46999999999997,338,380,0,2
cff0022e-a8df-11e9-a2fc-000d3a38a36f,3.0,319.23,294,1835,0,2
4188b24a-2915-11ea-b87a-000d3a38a36f,4.0,439.44,200,642,2,2
1e331f50-5be8-11ea-a869-000d3a38a36f,2.0,300.46999999999997,24,513,4,1
4bb3a040-acc9-11e9-a2fc-000d3a38a36f,3.0,80.47,161,1118,0,2
de52922c-d62b-11e9-93bc-000d3a38a36f,4.0,996.3100000000001,13,654,4,1
14ce2424-5692-11ea-b9b9-000d3a38a36f,3.0,560.46,113,540,0,2
2f97437a-ddd5-11e9-a848-000d3a38a36f,4.0,579.93,205,619,2,2
c19a7a0c-b121-11e9-9757-000d3a38a36f,9.0,2195.29,29,828,1,0
6ca297b2-299b-11ea-b87a-000d3a38a36f,6.0,650.14,160,598,2,0
1f6e2060-bc44-11ea-aa61-000d3a38a36f,2.0,681.9,186,334,0,2
a0fb11e0-79f1-11eb-acf5-000d3a38a36f,3.0,440.84000000000003,82,93,3,3
40621922-abbd-11e9-a2fc-000d3a38a36f,5.0,744.95,43,1535,2,2
bee5414c-aff1-11e9-9757-000d3a38a36f,3.0,471.14,113,808,0,2
96b8c1a4-5423-11ea-b1db-000d3a38a36f,2.0,223.47000000000003,253,484,0,2
a1b5f600-ee05-11e9-9346-000d3a38a36f,2.0,170.99,85,598,0,2
775f5d20-5bd2-11ea-94c9-000d3a38a36f,4.0,507.93000000000006,336,500,2,2
2902ff9c-ff2a-11e9-a5e8-000d3a38a36f,2.0,476.44,209,602,0,2
e75af9e2-f31b-11e9-9346-000d3a38a36f,2.0,243.47,50,590,0,1
9b721bcc-1d06-11ea-a490-000d3a38a36f,4.0,450.96000000000004,200,609,2,2
250d73c8-b10e-11e9-9757-000d3a38a36f,4.0,250.45999999999998,358,752,0,2
f96a64a0-4c22-11ea-a626-000d3a38a36f,4.0,459.86,129,563,2,2
56d9a48a-5b09-11ea-9828-000d3a38a36f,2.0,377.11,13,461,4,1
f8b5585c-530d-11ea-acd3-000d3a38a36f,3.0,266.42,264,521,0,2
3311ca8a-543f-11ea-b1db-000d3a38a36f,8.0,668.39,2,534,4,0
3b080aa4-5b49-11ea-b396-000d3a38a36f,2.0,319.98,70,529,0,1
6ef10814-aecb-11e9-a2fc-000d3a38a36f,2.0,621.98,78,930,0,2
905af8ce-13c1-11ea-a001-000d3a38a36f,7.0,1012.9200000000001,14,767,4,0
26d56c1c-aefe-11ea-b736-000d3a38a36f,4.0,412.95,30,351,4,1
8222983c-7f9d-11ea-80af-000d3a38a36f,4.0,359.86,213,411,0,2
3deb07fa-1385-11ea-a001-000d3a38a36f,6.0,704.66,202,699,2,2
65fe33ce-29ed-11ea-87cc-000d3a38a36f,2.0,1037.8,338,633,2,2
ad598e86-bede-11ea-958c-000d3a38a36f,4.0,503.45000000000005,152,331,0,2
a85ad1de-a6b9-11ea-bd63-000d3a38a36f,2.0,115.97999999999999,234,361,0,2
043f4822-b1ce-11e9-89fa-000d3a38a36f,2.0,219.97,340,683,0,2
863c7fe4-a859-11e9-a2fc-000d3a38a36f,15.0,1769.81,301,1988,1,0
4826b43c-2611-11ea-8e1c-000d3a38a36f,4.0,343.53,113,735,0,2
4aaa488c-ddd1-11e9-a848-000d3a38a36f,2.0,169.97,88,619,0,2
e457d98e-277f-11ea-aaaa-000d3a38a36f,9.0,1524.91,115,604,1,0
d6d457ea-a301-11e9-a2fc-000d3a38a36f,2.0,369.89,248,802,0,2
30627396-3c9a-11ea-b550-000d3a38a36f,2.0,338.98,187,563,0,2
6a11d1fa-a68e-11ea-bd63-000d3a38a36f,2.0,188.72,206,361,0,2
b088120e-a3ea-11e9-a2fc-000d3a38a36f,7.0,574.19,254,785,2,2
264afe68-a31c-11e9-a2fc-000d3a38a36f,5.0,971.33,10,801,4,1
1789ed62-b3dd-11ea-a71c-000d3a38a36f,4.0,776.4200000000001,202,345,2,2
76a1e4f2-5bd7-11ea-a55f-000d3a38a36f,4.0,907.1,157,535,2,2
4ac6fcf2-56a3-11ea-b9b9-000d3a38a36f,3.0,309.95,64,539,0,1
4c36e188-7e7b-11ea-80af-000d3a38a36f,16.0,1942.52,60,1929,1,0
7121b3a0-625c-11ea-9861-000d3a38a36f,3.0,436.20000000000005,40,454,4,1
4c333174-2d85-11ea-9ae7-000d3a38a36f,13.0,1785.73,74,773,1,0
9c531990-ac8d-11e9-a2fc-000d3a38a36f,6.0,569.4399999999999,239,1414,2,0
bce3a14a-2693-11ea-b9a0-000d3a38a36f,6.0,1234.49,53,681,2,0
e9ecc8ee-6b79-11ea-9c62-000d3a38a36f,3.0,479.95,313,439,0,2
a4d0681e-a14a-11e9-a2fc-000d3a38a36f,2.0,204.98,24,832,0,1
fe1e1d2c-d6e1-11e9-93bc-000d3a38a36f,5.0,465.41999999999996,198,637,2,2
09d4e33c-e220-11e9-957d-000d3a38a36f,2.0,257.18,77,612,0,1
aa075372-e477-11e9-ad00-000d3a38a36f,5.0,688.83,66,609,2,0
882e584a-9da5-11e9-9897-000d3a38a36f,3.0,449.95,366,1164,0,2
5f4f4984-adef-11e9-a2fc-000d3a38a36f,2.0,357.47,85,87,3,3
5161875c-ad6c-11e9-a2fc-000d3a38a36f,2.0,339.96000000000004,48,1070,0,1
00842ccc-15ea-11ea-aa74-000d3a38a36f,3.0,189.97,305,614,0,2
452c9428-b130-11e9-9757-000d3a38a36f,10.0,736.77,31,640,1,0
aa32600e-a556-11e9-a2fc-000d3a38a36f,2.0,105.49000000000001,332,1029,0,2
5481ef9a-a5d7-11e9-a2fc-000d3a38a36f,4.0,561.9300000000001,346,978,2,2
d39fe5d4-ae9c-11e9-a2fc-000d3a38a36f,6.0,1056.3,222,1087,2,0
25a05fe6-5a84-11eb-9e65-000d3a38a36f,7.0,1841.47,20,133,3,0
c3ae071c-f336-11e9-9346-000d3a38a36f,3.0,792.95,213,590,2,2
4c135c6a-a5cb-11e9-a2fc-000d3a38a36f,9.0,1710.97,237,829,1,0
bffe9d22-7363-11ea-92d0-000d3a38a36f,2.0,320.46999999999997,20,541,4,1
32314cda-b1ba-11e9-89fa-000d3a38a36f,2.0,261.95,367,684,0,2
0d8f5442-acda-11e9-a2fc-000d3a38a36f,3.0,680.83,65,1111,2,2
9c9cb028-dd4c-11ea-9c1f-000d3a38a36f,2.0,170.48,201,292,0,3
8b791bde-ad8b-11e9-a2fc-000d3a38a36f,4.0,330.95,64,1016,0,2
68426816-43e8-11ea-8b43-000d3a38a36f,2.0,399.96,139,664,0,2
4247c602-d6a5-11e9-93bc-000d3a38a36f,3.0,234.96999999999997,138,642,0,2
6d61e6fc-c901-11ea-ac0a-000d3a38a36f,5.0,506.94,26,318,4,1
0892823a-ad42-11e9-a2fc-000d3a38a36f,6.0,618.53,87,1066,2,0
24ab0012-a5dd-11e9-a2fc-000d3a38a36f,2.0,424.97,53,818,0,2
598a3196-8cbd-11ea-8f41-000d3a38a36f,3.0,201.97,81,394,0,2
46670af0-5bd8-11ea-8fb0-000d3a38a36f,4.0,390.43,26,485,4,1
59af503a-53b4-11ea-abe0-000d3a38a36f,5.0,614.6800000000001,226,499,2,2
b45921a0-5b39-11ea-ad7e-000d3a38a36f,3.0,462.95,300,524,0,2
896168e2-6f5f-11ea-b40c-000d3a38a36f,7.0,792.3399999999999,67,487,2,0
9ed77d08-a8b6-11e9-a2fc-000d3a38a36f,4.0,469.41999999999996,203,2033,2,2
b308f8e0-ed27-11ea-9369-000d3a38a36f,2.0,270.48,23,272,3,3
6b6ea760-a5a1-11e9-a2fc-000d3a38a36f,7.0,1104.44,44,2062,1,0
d1ffc3ae-b00c-11e9-9757-000d3a38a36f,7.0,705.35,317,802,2,2
3a5b617e-a90f-11e9-a2fc-000d3a38a36f,5.0,454.75,316,1750,2,2
eec73fc2-ff1b-11e9-a5e8-000d3a38a36f,3.0,165.97,202,668,0,2
612f1de0-61ec-11ea-8dd8-000d3a38a36f,4.0,1137.78,78,785,2,0
efe1f7e8-4f3a-11ea-99ba-000d3a38a36f,3.0,299.96999999999997,77,546,0,1
c6c23842-2a6d-11ea-b3a7-000d3a38a36f,13.0,1225.49,24,640,1,0
da74d954-2693-11ea-b9a0-000d3a38a36f,3.0,275.69,14,585,4,1
016521aa-aa88-11e9-a2fc-000d3a38a36f,10.0,1691.28,27,1201,1,0
5045a948-43df-11ea-8b43-000d3a38a36f,4.0,231.93,278,686,0,2
f3be30ca-aff3-11e9-9757-000d3a38a36f,29.0,3902.1800000000003,292,1476,1,0
35bd894c-ac9f-11e9-a2fc-000d3a38a36f,2.0,160.48000000000002,280,1877,0,2
313f2d00-a324-11e9-a2fc-000d3a38a36f,4.0,763.38,7,800,4,1
4c5efe6c-228b-11ea-8523-000d3a38a36f,3.0,382.97,186,570,0,2
f028012a-5b9c-11ea-886a-000d3a38a36f,3.0,381.73,350,534,0,2
809e09ec-ae1a-11e9-a2fc-000d3a38a36f,8.0,998.77,22,258,4,0
2f01ba8a-a144-11e9-a2fc-000d3a38a36f,4.0,410.94,339,833,2,2
54c9b19c-b0f7-11e9-9757-000d3a38a36f,2.0,240.72000000000003,262,1483,0,2
6c104a54-acb1-11e9-a2fc-000d3a38a36f,24.0,2310.69,161,644,1,0
6d0ef9ba-a37d-11e9-a2fc-000d3a38a36f,2.0,302.41,330,794,0,2
db6bd93a-4839-11ea-b6c0-000d3a38a36f,3.0,518.93,165,633,0,2
b33b13e2-a5a3-11e9-a2fc-000d3a38a36f,3.0,350.85,50,134,3,3
73a3499a-c4f4-11ea-98f7-000d3a38a36f,3.0,938.6299999999999,36,326,4,1
0431764a-a3ed-11ea-9c18-000d3a38a36f,2.0,237.98,185,365,0,2
449cdfe8-d422-11ea-9838-000d3a38a36f,2.0,409.96000000000004,134,304,0,2
614bc27c-5bdb-11ea-8f62-000d3a38a36f,6.0,735.94,21,489,4,1
4a5763d0-f5ac-11ea-a533-000d3a38a36f,2.0,370.42,67,262,3,2
d0c61066-ae5d-11e9-a2fc-000d3a38a36f,3.0,335.45,290,954,0,2
929228ac-a5d4-11e9-a2fc-000d3a38a36f,5.0,551.93,367,820,2,2
956155ee-514b-11ea-99ba-000d3a38a36f,9.0,1742.56,345,664,2,0
8a8995f6-b06e-11e9-9757-000d3a38a36f,3.0,390.7,240,1484,0,2
460af82a-aa2e-11e9-a2fc-000d3a38a36f,6.0,798.95,36,1614,4,2
bed08052-9f68-11e9-a2fc-000d3a38a36f,8.0,906.72,279,1835,2,0
0754e39e-5eb4-11ea-be5b-000d3a38a36f,2.0,427.09000000000003,109,528,0,2
be376c94-29f3-11ea-87cc-000d3a38a36f,3.0,411.45,24,566,4,1
bedf69da-9e51-11ea-80cd-000d3a38a36f,4.0,732.39,170,373,2,2
4d1337aa-28d5-11eb-8a9b-000d3a38a36f,6.0,1513.02,10,471,4,1
20c579a8-a89b-11e9-a2fc-000d3a38a36f,5.0,590.03,63,2039,2,2
847eb666-c6aa-11ea-9d14-000d3a38a36f,5.0,513.95,33,321,4,1
276951b2-9e5a-11e9-9897-000d3a38a36f,4.0,467.39,8,958,4,1
22d9762c-d180-11ea-a46d-000d3a38a36f,4.0,409.98,113,307,0,2
a3cb5822-5bb0-11ea-9aaa-000d3a38a36f,2.0,140.47,296,470,0,2
bf5e8806-532d-11ea-acd3-000d3a38a36f,2.0,224.14,162,483,0,2
05fe7b78-abee-11e9-a2fc-000d3a38a36f,4.0,373.93,291,1229,2,2
f6488528-4591-11ea-acaf-000d3a38a36f,8.0,1248.89,110,670,2,0
09a6418c-8cc7-11eb-9aba-000d3a38a36f,2.0,174.98,68,541,0,1
4f6d75c8-2062-11ea-87bf-000d3a38a36f,7.0,1020.75,76,751,2,0
483277a0-8d49-11ea-8f41-000d3a38a36f,5.0,899.36,116,394,2,0
bf32a70c-6d24-11ea-84a8-000d3a38a36f,3.0,503.45,114,481,0,2
4c4b0b14-b1ed-11e9-89fa-000d3a38a36f,4.0,345.16,193,680,0,2
aca0f0b2-6ced-11ea-b576-000d3a38a36f,3.0,177.48,136,482,0,2
2fe4d0ba-9764-11ea-a9c8-000d3a38a36f,2.0,74.97,359,385,0,2
f374c524-9f82-11e9-a2fc-000d3a38a36f,2.0,82.96000000000001,357,647,0,2
11eef700-e1ef-11e9-957d-000d3a38a36f,2.0,154.93,139,612,0,2
40eec926-39b1-11ea-85d6-000d3a38a36f,3.0,447.97,100,631,0,2
d8a76050-a269-11e9-a2fc-000d3a38a36f,2.0,281.96999999999997,32,813,0,1
660508f0-7d64-11ea-80af-000d3a38a36f,7.0,891.96,40,414,4,1
36752104-aeb8-11e9-a2fc-000d3a38a36f,4.0,553.96,94,791,2,2
a9dd7110-b10a-11e9-9757-000d3a38a36f,7.0,784.17,55,753,2,1
ff2aead6-5f87-11ea-be5b-000d3a38a36f,3.0,395.85,43,1171,4,2
1a19923e-fbec-11e9-b138-000d3a38a36f,3.0,532.9499999999999,325,579,0,2
6914bd7e-2c05-11eb-b280-000d3a38a36f,3.0,527.99,25,192,3,3
39968112-a3d1-11e9-a2fc-000d3a38a36f,6.0,1400.84,34,787,1,0
497cee84-5e54-11ea-be5b-000d3a38a36f,5.0,613.88,109,536,2,1
3849639a-6b56-11ea-9c62-000d3a38a36f,5.0,396.84,76,393,0,2
9e2d485a-9538-11ea-85df-000d3a38a36f,2.0,265.48,185,387,0,2
b857a206-afca-11e9-9757-000d3a38a36f,3.0,395.87,78,389,0,2
c40ffcf8-ae24-11e9-a2fc-000d3a38a36f,15.0,1804.9,10,1199,1,0
5a26f192-a85d-11e9-a2fc-000d3a38a36f,2.0,129.98,103,939,0,2
192080f6-aaa0-11e9-a2fc-000d3a38a36f,2.0,156.97,188,694,0,2
234cbe70-ae86-11e9-a2fc-000d3a38a36f,11.0,1229.65,74,942,1,0
b9055c7c-9f2e-11e9-9897-000d3a38a36f,4.0,598.85,58,589,4,2
835c5106-1eaf-11ea-aa32-000d3a38a36f,4.0,375.32,106,672,0,2
c9b10362-b0bf-11e9-9757-000d3a38a36f,10.0,1627.55,268,827,1,0
0b69b974-e487-11ea-b769-000d3a38a36f,2.0,105.47999999999999,99,283,0,3
0428101a-70a7-11ea-95d1-000d3a38a36f,2.0,223.47,248,478,0,2
607d9f00-b177-11e9-89fa-000d3a38a36f,2.0,298.95,13,536,4,1
a4d1ff5c-ac31-11e9-a2fc-000d3a38a36f,15.0,1303.8,106,1154,1,0
6cbc2738-736d-11ea-92d0-000d3a38a36f,3.0,393.8,105,417,0,2
3262f35a-793e-11eb-b580-000d3a38a36f,3.0,219.96999999999997,73,80,3,3
8c07bea0-9ebf-11e9-9897-000d3a38a36f,4.0,496.88,147,934,2,2
395c0ede-a560-11e9-a2fc-000d3a38a36f,2.0,227.97,20,702,4,1
fb91458e-abe3-11ea-b736-000d3a38a36f,2.0,396.48,295,355,0,2
8707ac80-b0a8-11e9-9757-000d3a38a36f,2.0,350.87,53,154,3,3
f74172a8-afc5-11e9-9757-000d3a38a36f,6.0,1016.3900000000001,204,554,2,0
b1fc7082-ae83-11e9-a2fc-000d3a38a36f,4.0,515.41,344,1129,2,2
403224da-a589-11ea-bd63-000d3a38a36f,7.0,1411.82,119,1085,1,0
a20f306c-5bf1-11ea-9e4c-000d3a38a36f,7.0,570.22,35,519,4,0
62b386e4-1fd2-11ea-87bf-000d3a38a36f,3.0,602.8299999999999,63,646,4,2
6d2fbbbc-4663-11ea-b6c0-000d3a38a36f,5.0,346.93,294,632,2,2
9f9b5814-1dc7-11ea-8bf2-000d3a38a36f,7.0,1169.93,324,550,2,0
7659b342-5ee5-11ea-be5b-000d3a38a36f,2.0,81.98,261,526,0,2
b20a4df4-af2a-11e9-a2fc-000d3a38a36f,4.0,639.89,164,673,2,2
0dd3f6fa-aef2-11e9-a2fc-000d3a38a36f,7.0,1099.42,38,919,1,0
a5c024aa-0b96-11eb-8ffc-000d3a38a36f,2.0,531.92,90,233,3,3
4cd1b2cc-4f4a-11ea-99ba-000d3a38a36f,2.0,584.04,166,545,0,2
1afb8c0e-23ea-11ea-8523-000d3a38a36f,2.0,419.97,160,396,0,2
c2984396-d622-11e9-93bc-000d3a38a36f,5.0,1309.75,21,655,4,1
a1b321f8-af50-11e9-a2fc-000d3a38a36f,4.0,429.84000000000003,34,898,4,1
1300206e-acee-11e9-a2fc-000d3a38a36f,11.0,1709.69,55,1348,1,0
89050dcc-dd69-11ea-9c1f-000d3a38a36f,2.0,699.89,27,292,3,3
f8613d0c-4921-11eb-806e-000d3a38a36f,2.0,516.4,13,155,3,3
3c1454e8-ac44-11e9-a2fc-000d3a38a36f,2.0,147.98,19,691,0,1
818d60b4-f88e-11e9-b138-000d3a38a36f,3.0,284.95,331,583,0,2
6deee280-afc3-11e9-9757-000d3a38a36f,9.0,968.73,2,858,4,0
22eeb30c-ec5b-11ea-9369-000d3a38a36f,8.0,2482.75,19,270,1,0
70ac03c0-9e2c-11e9-9897-000d3a38a36f,8.0,1632.8,64,801,1,0
cfe530f8-a2e3-11e9-a2fc-000d3a38a36f,5.0,521.9,83,804,2,2
e680d4a0-1a0e-11ea-941b-000d3a38a36f,6.0,808.42,5,2537,4,1
42cf9314-9d31-11e9-9897-000d3a38a36f,3.0,370.84,131,2086,2,2
e52aa0fe-5447-11ea-b1db-000d3a38a36f,2.0,179.98,285,508,0,2
f7dd9642-244b-11ea-a30f-000d3a38a36f,2.0,185.97,365,611,0,2
9480650e-a23a-11e9-a2fc-000d3a38a36f,2.0,186.47,2,816,4,1
5de0448e-4f59-11ea-99ba-000d3a38a36f,5.0,600.91,40,545,4,1
1a70bade-b13a-11e9-9757-000d3a38a36f,11.0,1688.9,353,890,1,0
645e6370-d67a-11e9-93bc-000d3a38a36f,4.0,451.81,117,646,2,2
8f1dfafc-a2a9-11ea-9c18-000d3a38a36f,5.0,732.69,125,343,2,0
66037446-aa55-11e9-a2fc-000d3a38a36f,3.0,412.96000000000004,285,832,0,2
e67065b2-a794-11e9-a2fc-000d3a38a36f,8.0,926.77,29,495,4,0
ab911d94-b160-11e9-89fa-000d3a38a36f,4.0,974.09,282,747,2,2
5549de46-61bc-11ea-8dd8-000d3a38a36f,3.0,318.92999999999995,121,458,0,2
b79bfb54-a2bf-11e9-a2fc-000d3a38a36f,8.0,1170.83,19,807,1,0
18c6363a-734c-11ea-92d0-000d3a38a36f,2.0,395.91,102,547,0,2
fe834606-c9d0-11ea-a31e-000d3a38a36f,9.0,2825.1,18,331,1,0
601d6a1c-dddd-11e9-a848-000d3a38a36f,5.0,677.87,13,618,4,1
e6f8ea68-a8a7-11e9-a2fc-000d3a38a36f,5.0,438.6,115,1905,2,2
c7b7a34a-4d5e-11ea-9c12-000d3a38a36f,2.0,189.97,190,561,0,2
e3fc0a14-ad4f-11e9-a2fc-000d3a38a36f,5.0,361.95000000000005,174,1419,2,2
a37da3b2-a782-11e9-a2fc-000d3a38a36f,2.0,112.47,82,1174,0,2
02f2627a-ac05-11e9-a2fc-000d3a38a36f,3.0,298.46999999999997,175,1181,0,2
ee408868-007b-11ea-a5e8-000d3a38a36f,8.0,920.85,84,573,2,0
d5e63a26-a5bb-11e9-a2fc-000d3a38a36f,11.0,896.85,34,848,1,0
79a91938-b09a-11e9-9757-000d3a38a36f,3.0,342.85,22,598,4,1
d4e87942-601c-11ea-8dd8-000d3a38a36f,3.0,134.97,74,497,0,2
47276484-263c-11ea-8e1c-000d3a38a36f,3.0,345.97,352,831,0,2
25e32aba-2a88-11ea-b3a7-000d3a38a36f,3.0,491.95,26,834,4,1
65efb32a-1afd-11ea-98d5-000d3a38a36f,9.0,1757.12,6,569,4,0
8f3cb782-9d07-11ea-a27a-000d3a38a36f,2.0,687.9100000000001,95,376,0,2
0225e986-2b15-11ea-9d27-000d3a38a36f,5.0,352.18,30,686,4,1
e6375f16-9d39-11e9-9897-000d3a38a36f,23.0,2162.24,186,1852,1,0
558dcabc-b152-11ea-b736-000d3a38a36f,2.0,679.89,160,348,0,2
ef44a4d4-283e-11ea-b87a-000d3a38a36f,2.0,260.97,333,705,0,2
aaf26136-a5df-11e9-a2fc-000d3a38a36f,11.0,1618.6399999999999,62,1261,1,0
466143aa-aa7f-11e9-a2fc-000d3a38a36f,5.0,271.87,266,1454,2,2
aca41864-4cdb-11ea-a626-000d3a38a36f,4.0,788.83,123,602,2,2
87d74600-b032-11e9-9757-000d3a38a36f,5.0,397.96000000000004,241,829,2,2
c2d08618-af60-11e9-a2fc-000d3a38a36f,7.0,1497.8600000000001,144,1468,1,0
a957f50c-7109-11ea-ad37-000d3a38a36f,2.0,290.46,95,476,0,1
1754a2da-9748-11ea-a9c8-000d3a38a36f,2.0,272.2,232,386,0,2
7843446e-4619-11ea-a691-000d3a38a36f,3.0,255.70999999999998,131,557,0,2
055894f8-a417-11e9-a2fc-000d3a38a36f,4.0,681.9300000000001,339,780,2,2
44e865fa-aa19-11e9-a2fc-000d3a38a36f,35.0,4811.57,27,1801,1,0
a39102dc-d72e-11e9-93bc-000d3a38a36f,6.0,575.92,322,808,2,2
b0ae45d8-3ae3-11ea-835a-000d3a38a36f,5.0,1113.8700000000001,81,687,2,0
876d48e0-5bea-11ea-9a30-000d3a38a36f,2.0,359.93,36,507,4,1
a4485090-a579-11e9-a2fc-000d3a38a36f,6.0,617.3000000000001,8,1314,4,1
4ca1591c-a6b5-11e9-a2fc-000d3a38a36f,14.0,1758.71,2,2391,1,0
